,country,type,recycling_m,scrap,year,Strategy type
1069,Sweden,NMC111,Hydro,39590.18063074259,2038,Strategy 3
1072,Sweden,NMC523,Hydro,47035.25640245349,2038,Strategy 3
1075,Sweden,NMC622,Hydro,23296.71302097249,2038,Strategy 3
1077,Sweden,NMC811,Direct,16808.658425443522,2038,Strategy 3
1296,Switzerland,LFP,Direct,0.0,2038,Strategy 3
1299,Switzerland,NCA,Direct,16689.1765845972,2038,Strategy 3
1303,Switzerland,NMC111,Hydro,4233.667545391344,2038,Strategy 3
1306,Switzerland,NMC523,Hydro,5253.135797464705,2038,Strategy 3
1308,Switzerland,NMC622,Direct,2601.9501787451695,2038,Strategy 3
1311,Switzerland,NMC811,Direct,2070.1907165097373,2038,Strategy 3
900,Thailand,LFP,Direct,0.0,2038,Strategy 3
903,Thailand,NCA,Direct,32293.384559478443,2038,Strategy 3
907,Thailand,NMC111,Hydro,8189.839964565697,2038,Strategy 3
910,Thailand,NMC523,Hydro,10166.824356448597,2038,Strategy 3
913,Thailand,NMC622,Hydro,5036.462062761274,2038,Strategy 3
915,Thailand,NMC811,Direct,4009.450740299789,2038,Strategy 3
720,Togo,LFP,Direct,0.0,2038,Strategy 3
723,Togo,NCA,Direct,923.8836463523922,2038,Strategy 3
726,Togo,NMC111,Direct,234.69463780219593,2038,Strategy 3
729,Togo,NMC523,Direct,290.7149790552718,2038,Strategy 3
732,Togo,NMC622,Direct,143.9862961371703,2038,Strategy 3
735,Togo,NMC811,Direct,114.54699649488599,2038,Strategy 3
738,Trinidad and Tobago,LFP,Direct,0.0,2038,Strategy 3
741,Trinidad and Tobago,NCA,Direct,2212.0761406418496,2038,Strategy 3
744,Trinidad and Tobago,NMC111,Direct,561.1600474582574,2038,Strategy 3
748,Trinidad and Tobago,NMC523,Hydro,695.8594094793206,2038,Strategy 3
750,Trinidad and Tobago,NMC622,Direct,344.7209238618802,2038,Strategy 3
753,Trinidad and Tobago,NMC811,Direct,274.4190030663996,2038,Strategy 3
1152,Turkey,LFP,Direct,0.0,2038,Strategy 3
1155,Turkey,NCA,Direct,30900.220728637305,2038,Strategy 3
1159,Turkey,NMC111,Hydro,7816.420966431589,2038,Strategy 3
1162,Turkey,NMC523,Hydro,9728.082845868992,2038,Strategy 3
1165,Turkey,NMC622,Hydro,4821.671563854802,2038,Strategy 3
1167,Turkey,NMC811,Direct,3842.023647122517,2038,Strategy 3
1170,USA,LFP,Direct,4.3642173029184,2038,Strategy 3
1173,USA,NCA,Direct,3058742.8608383182,2038,Strategy 3
1177,USA,NMC111,Hydro,341623.091401797,2038,Strategy 3
1180,USA,NMC523,Hydro,384437.6009040566,2038,Strategy 3
1182,USA,NMC622,Direct,190488.79115446127,2038,Strategy 3
1185,USA,NMC811,Direct,239304.6691754069,2038,Strategy 3
1080,United Kingdom,LFP,Direct,0.0,2038,Strategy 3
1083,United Kingdom,NCA,Direct,133626.4356612474,2038,Strategy 3
1087,United Kingdom,NMC111,Hydro,33888.71978174049,2038,Strategy 3
1090,United Kingdom,NMC523,Hydro,42050.33567906684,2038,Strategy 3
1093,United Kingdom,NMC622,Hydro,20830.51197323334,2038,Strategy 3
1095,United Kingdom,NMC811,Direct,16580.321521913225,2038,Strategy 3
756,Uruguay,LFP,Direct,0.0,2038,Strategy 3
759,Uruguay,NCA,Direct,567.9301586713185,2038,Strategy 3
762,Uruguay,NMC111,Direct,144.5177100619135,2038,Strategy 3
765,Uruguay,NMC523,Direct,178.91921233657524,2038,Strategy 3
768,Uruguay,NMC622,Direct,88.53386723938975,2038,Strategy 3
771,Uruguay,NMC811,Direct,70.31990588699689,2038,Strategy 3
918,Viet Nam,LFP,Direct,0.0,2038,Strategy 3
921,Viet Nam,NCA,Direct,18526.117277467496,2038,Strategy 3
925,Viet Nam,NMC111,Hydro,4703.851502139619,2038,Strategy 3
928,Viet Nam,NMC523,Hydro,5841.077341507971,2038,Strategy 3
930,Viet Nam,NMC622,Direct,2891.7493565325526,2038,Strategy 3
933,Viet Nam,NMC811,Direct,2302.256373501491,2038,Strategy 3
792,Zambia,LFP,Direct,0.0,2038,Strategy 3
795,Zambia,NCA,Direct,157.21122605258057,2038,Strategy 3
798,Zambia,NMC111,Direct,59.75378986366724,2038,Strategy 3
801,Zambia,NMC523,Direct,57.227843828955734,2038,Strategy 3
804,Zambia,NMC622,Direct,23.976970845248996,2038,Strategy 3
807,Zambia,NMC811,Direct,9.887595889118048,2038,Strategy 3
810,Zimbabwe,LFP,Direct,0.0,2038,Strategy 3
813,Zimbabwe,NCA,Direct,22.18912412734767,2038,Strategy 3
816,Zimbabwe,NMC111,Direct,6.064875465133519,2038,Strategy 3
819,Zimbabwe,NMC523,Direct,7.221149607247277,2038,Strategy 3
822,Zimbabwe,NMC622,Direct,3.5297263331590027,2038,Strategy 3
825,Zimbabwe,NMC811,Direct,2.3876342143601854,2038,Strategy 3
18,Angola,LFP,Direct,0.0,2038,Strategy 1
21,Angola,NCA,Direct,305.3449526448943,2038,Strategy 1
24,Angola,NMC111,Direct,78.3373981950263,2038,Strategy 1
27,Angola,NMC523,Direct,96.13850777807339,2038,Strategy 1
30,Angola,NMC622,Direct,47.50456204221723,2038,Strategy 1
33,Angola,NMC811,Direct,37.53652019731084,2038,Strategy 1
36,Argentina,LFP,Direct,0.0,2038,Strategy 1
39,Argentina,NCA,Direct,4566.896596668553,2038,Strategy 1
43,Argentina,NMC111,Hydro,1182.4108511706515,2038,Strategy 1
46,Argentina,NMC523,Hydro,1446.7277405264804,2038,Strategy 1
48,Argentina,NMC622,Direct,715.2779956951188,2038,Strategy 1
51,Argentina,NMC811,Direct,567.2602939881431,2038,Strategy 1
0,Aruba,LFP,Direct,0.0,2038,Strategy 1
3,Aruba,NCA,Direct,2.5022396563000715,2038,Strategy 1
6,Aruba,NMC111,Direct,1.0788602037350794,2038,Strategy 1
9,Aruba,NMC523,Direct,0.9044885702876198,2038,Strategy 1
12,Aruba,NMC622,Direct,0.4112299133583137,2038,Strategy 1
15,Aruba,NMC811,Direct,0.2981534810777357,2038,Strategy 1
1206,Australia,LFP,Direct,0.0,2038,Strategy 1
1209,Australia,NCA,Direct,40171.70647947167,2038,Strategy 1
1213,Australia,NMC111,Hydro,10186.65293132196,2038,Strategy 1
1216,Australia,NMC523,Hydro,12636.475596046228,2038,Strategy 1
1219,Australia,NMC622,Hydro,6260.661586369187,2038,Strategy 1
1221,Australia,NMC811,Direct,4985.449084280736,2038,Strategy 1
1260,Belgium,LFP,Direct,47.4781840716541,2038,Strategy 1
1263,Belgium,NCA,Direct,16573.713988217067,2038,Strategy 1
1267,Belgium,NMC111,Hydro,9409.94115559116,2038,Strategy 1
1270,Belgium,NMC523,Hydro,10584.876048187747,2038,Strategy 1
1273,Belgium,NMC622,Hydro,5241.608777809662,2038,Strategy 1
1275,Belgium,NMC811,Direct,3260.6156831658095,2038,Strategy 1
54,Benin,LFP,Direct,0.0,2038,Strategy 1
57,Benin,NCA,Direct,10.821562483055668,2038,Strategy 1
60,Benin,NMC111,Direct,2.7446445781821884,2038,Strategy 1
63,Benin,NMC523,Direct,3.403974234702094,2038,Strategy 1
66,Benin,NMC622,Direct,1.6864038638293966,2038,Strategy 1
69,Benin,NMC811,Direct,1.342625943918328,2038,Strategy 1
90,Bermuda,LFP,Direct,0.0,2038,Strategy 1
93,Bermuda,NCA,Direct,2.1040991884502653,2038,Strategy 1
96,Bermuda,NMC111,Direct,1.3409399872563157,2038,Strategy 1
99,Bermuda,NMC523,Direct,0.9175406630278637,2038,Strategy 1
102,Bermuda,NMC622,Direct,0.2999343272203989,2038,Strategy 1
105,Bermuda,NMC811,Direct,0.04471815470264285,2038,Strategy 1
108,Bolivia (Plurinational State of),LFP,Direct,0.0,2038,Strategy 1
111,Bolivia (Plurinational State of),NCA,Direct,4013.625015456625,2038,Strategy 1
115,Bolivia (Plurinational State of),NMC111,Hydro,1018.2251275014015,2038,Strategy 1
118,Bolivia (Plurinational State of),NMC523,Hydro,1263.3794978627711,2038,Strategy 1
120,Bolivia (Plurinational State of),NMC622,Direct,625.7754171846832,2038,Strategy 1
123,Bolivia (Plurinational State of),NMC811,Direct,497.7390556498648,2038,Strategy 1
144,Botswana,LFP,Direct,0.0,2038,Strategy 1
147,Botswana,NCA,Direct,520.5115656526722,2038,Strategy 1
150,Botswana,NMC111,Direct,132.64826002738172,2038,Strategy 1
153,Botswana,NMC523,Direct,163.94378593229993,2038,Strategy 1
156,Botswana,NMC622,Direct,81.11582578871989,2038,Strategy 1
159,Botswana,NMC811,Direct,64.36712764028927,2038,Strategy 1
126,Brazil,LFP,Direct,0.0,2038,Strategy 1
129,Brazil,NCA,Direct,585594.8826911775,2038,Strategy 1
133,Brazil,NMC111,Hydro,148521.5038629938,2038,Strategy 1
136,Brazil,NMC523,Hydro,184201.41743909172,2038,Strategy 1
139,Brazil,NMC622,Hydro,91257.67881498358,2038,Strategy 1
141,Brazil,NMC811,Direct,72658.33090013896,2038,Strategy 1
72,Burkina Faso,LFP,Direct,0.0,2038,Strategy 1
75,Burkina Faso,NCA,Direct,2862.509962192172,2038,Strategy 1
78,Burkina Faso,NMC111,Direct,726.5648723533011,2038,Strategy 1
82,Burkina Faso,NMC523,Hydro,900.5928333491062,2038,Strategy 1
84,Burkina Faso,NMC622,Direct,446.1056636249368,2038,Strategy 1
87,Burkina Faso,NMC811,Direct,355.11457122538314,2038,Strategy 1
180,C?te d'Ivoire,LFP,Direct,0.0,2038,Strategy 1
183,C?te d'Ivoire,NCA,Direct,427.32922254742556,2038,Strategy 1
186,C?te d'Ivoire,NMC111,Direct,109.83562993464687,2038,Strategy 1
189,C?te d'Ivoire,NMC523,Direct,134.4660101785125,2038,Strategy 1
192,C?te d'Ivoire,NMC622,Direct,66.44687838408278,2038,Strategy 1
195,C?te d'Ivoire,NMC811,Direct,52.69123834264134,2038,Strategy 1
252,Cabo Verde,LFP,Direct,0.0,2038,Strategy 1
255,Cabo Verde,NCA,Direct,20.91334012510117,2038,Strategy 1
258,Cabo Verde,NMC111,Direct,5.318375571378843,2038,Strategy 1
261,Cabo Verde,NMC523,Direct,6.583027415761542,2038,Strategy 1
264,Cabo Verde,NMC622,Direct,3.2585977062475644,2038,Strategy 1
267,Cabo Verde,NMC811,Direct,2.5905771764284933,2038,Strategy 1
198,Cameroon,LFP,Direct,0.0,2038,Strategy 1
201,Cameroon,NCA,Direct,1.2222942634404563,2038,Strategy 1
204,Cameroon,NMC111,Direct,0.9759277197239555,2038,Strategy 1
207,Cameroon,NMC523,Direct,0.4920656371375326,2038,Strategy 1
210,Cameroon,NMC622,Direct,0.1413030152390972,2038,Strategy 1
213,Cameroon,NMC811,Direct,0.005813003890499765,2038,Strategy 1
1188,Canada,LFP,Direct,0.0,2038,Strategy 1
1191,Canada,NCA,Direct,410992.2047345896,2038,Strategy 1
1195,Canada,NMC111,Hydro,104217.23187481063,2038,Strategy 1
1198,Canada,NMC523,Hydro,129279.04885885939,2038,Strategy 1
1201,Canada,NMC622,Hydro,64050.486739826236,2038,Strategy 1
1203,Canada,NMC811,Direct,51003.01049238641,2038,Strategy 1
162,Chile,LFP,Direct,0.0,2038,Strategy 1
165,Chile,NCA,Direct,6861.966801270689,2038,Strategy 1
169,Chile,NMC111,Hydro,1740.4838797632476,2038,Strategy 1
172,Chile,NMC523,Hydro,2158.5203531953084,2038,Strategy 1
174,Chile,NMC622,Direct,1069.3558669656754,2038,Strategy 1
177,Chile,NMC811,Direct,851.348575357492,2038,Strategy 1
828,China,LFP,Direct,8270335.625244839,2038,Strategy 1
831,China,NCA,Direct,576903.9169230625,2038,Strategy 1
835,China,NMC111,Hydro,2841036.9550378905,2038,Strategy 1
838,China,NMC523,Hydro,826471.5318510892,2038,Strategy 1
840,China,NMC622,Direct,3284723.236569009,2038,Strategy 1
843,China,NMC811,Direct,1761527.7713674454,2038,Strategy 1
234,Colombia,LFP,Direct,0.0,2038,Strategy 1
237,Colombia,NCA,Direct,5686.040461713296,2038,Strategy 1
241,Colombia,NMC111,Hydro,1443.7633019959128,2038,Strategy 1
244,Colombia,NMC523,Hydro,1792.8914223620923,2038,Strategy 1
246,Colombia,NMC622,Direct,887.6595811738493,2038,Strategy 1
249,Colombia,NMC811,Direct,705.6152084485248,2038,Strategy 1
216,Congo,LFP,Direct,0.0,2038,Strategy 1
219,Congo,NCA,Direct,3.907123235733886,2038,Strategy 1
222,Congo,NMC111,Direct,1.6277922320340792,2038,Strategy 1
225,Congo,NMC523,Direct,1.3254619985057114,2038,Strategy 1
228,Congo,NMC622,Direct,0.5797772252475202,2038,Strategy 1
231,Congo,NMC811,Direct,0.38820458094014326,2038,Strategy 1
270,Costa Rica,LFP,Direct,0.0,2038,Strategy 1
273,Costa Rica,NCA,Direct,1843.3065538533817,2038,Strategy 1
276,Costa Rica,NMC111,Direct,469.99491111803604,2038,Strategy 1
280,Costa Rica,NMC523,Hydro,580.322095548319,2038,Strategy 1
282,Costa Rica,NMC622,Direct,287.1593484472902,2038,Strategy 1
285,Costa Rica,NMC811,Direct,228.05221957519987,2038,Strategy 1
1224,Czechia,LFP,Direct,6.359184542097713,2038,Strategy 1
1227,Czechia,NCA,Direct,2098.1522860782175,2038,Strategy 1
1231,Czechia,NMC111,Hydro,1190.9089944614934,2038,Strategy 1
1234,Czechia,NMC523,Hydro,1338.950344333866,2038,Strategy 1
1236,Czechia,NMC622,Direct,663.3489480039472,2038,Strategy 1
1239,Czechia,NMC811,Direct,413.1222177719006,2038,Strategy 1
288,Dominican Rep.,LFP,Direct,0.0,2038,Strategy 1
291,Dominican Rep.,NCA,Direct,5418.92613709394,2038,Strategy 1
295,Dominican Rep.,NMC111,Hydro,1374.8467729326264,2038,Strategy 1
298,Dominican Rep.,NMC523,Hydro,1704.6839279715816,2038,Strategy 1
300,Dominican Rep.,NMC622,Direct,844.4645293849629,2038,Strategy 1
303,Dominican Rep.,NMC811,Direct,672.0871863862474,2038,Strategy 1
306,Ecuador,LFP,Direct,0.0,2038,Strategy 1
309,Ecuador,NCA,Direct,3001.473503448835,2038,Strategy 1
312,Ecuador,NMC111,Direct,761.8521874910161,2038,Strategy 1
316,Ecuador,NMC523,Hydro,944.5107230886937,2038,Strategy 1
318,Ecuador,NMC622,Direct,467.8102370365792,2038,Strategy 1
321,Ecuador,NMC811,Direct,372.1965659141478,2038,Strategy 1
684,El Salvador,LFP,Direct,0.0,2038,Strategy 1
687,El Salvador,NCA,Direct,14.309908441135358,2038,Strategy 1
690,El Salvador,NMC111,Direct,4.87808873529891,2038,Strategy 1
693,El Salvador,NMC523,Direct,4.984506255476772,2038,Strategy 1
696,El Salvador,NMC622,Direct,2.227018637666338,2038,Strategy 1
699,El Salvador,NMC811,Direct,1.335503932152983,2038,Strategy 1
702,Eswatini,LFP,Direct,0.0,2038,Strategy 1
705,Eswatini,NCA,Direct,35.47588032409295,2038,Strategy 1
708,Eswatini,NMC111,Direct,9.027764103637583,2038,Strategy 1
711,Eswatini,NMC523,Direct,11.174185008679181,2038,Strategy 1
714,Eswatini,NMC622,Direct,5.530322089104733,2038,Strategy 1
717,Eswatini,NMC811,Direct,4.3966906418225316,2038,Strategy 1
1278,Finland,LFP,Direct,38.181120995784276,2038,Strategy 1
1281,Finland,NCA,Direct,12486.489378277913,2038,Strategy 1
1285,Finland,NMC111,Hydro,7087.524423226311,2038,Strategy 1
1288,Finland,NMC523,Hydro,7970.036122332184,2038,Strategy 1
1290,Finland,NMC622,Direct,3948.2029232474606,2038,Strategy 1
1293,Finland,NMC811,Direct,2458.3543507911854,2038,Strategy 1
936,France,LFP,Direct,258.9366525684794,2038,Strategy 1
939,France,NCA,Direct,90733.29225425827,2038,Strategy 1
943,France,NMC111,Hydro,51476.76518994239,2038,Strategy 1
946,France,NMC523,Hydro,57950.333463137154,2038,Strategy 1
949,France,NMC622,Hydro,28703.246725513258,2038,Strategy 1
951,France,NMC811,Direct,17863.372462583924,2038,Strategy 1
954,Germany,LFP,Direct,310.12304360081686,2038,Strategy 1
957,Germany,NCA,Direct,107746.91411222627,2038,Strategy 1
961,Germany,NMC111,Hydro,61185.395886148246,2038,Strategy 1
964,Germany,NMC523,Hydro,68814.0409657416,2038,Strategy 1
967,Germany,NMC622,Hydro,34074.30650067364,2038,Strategy 1
969,Germany,NMC811,Direct,21187.02538896085,2038,Strategy 1
324,Ghana,LFP,Direct,0.0,2038,Strategy 1
327,Ghana,NCA,Direct,22.061065990199722,2038,Strategy 1
330,Ghana,NMC111,Direct,10.407765176552017,2038,Strategy 1
333,Ghana,NMC523,Direct,8.42052816889093,2038,Strategy 1
336,Ghana,NMC622,Direct,3.313952652922272,2038,Strategy 1
339,Ghana,NMC811,Direct,0.5185982717382692,2038,Strategy 1
360,Grenada,LFP,Direct,0.0,2038,Strategy 1
363,Grenada,NCA,Direct,208.05364210116986,2038,Strategy 1
366,Grenada,NMC111,Direct,52.77585294404783,2038,Strategy 1
369,Grenada,NMC523,Direct,65.44756932051932,2038,Strategy 1
372,Grenada,NMC622,Direct,32.42257904435646,2038,Strategy 1
375,Grenada,NMC811,Direct,25.807776039960142,2038,Strategy 1
378,Guatemala,LFP,Direct,0.0,2038,Strategy 1
381,Guatemala,NCA,Direct,7977.612234523755,2038,Strategy 1
385,Guatemala,NMC111,Hydro,2026.3311560480017,2038,Strategy 1
388,Guatemala,NMC523,Hydro,2510.4200414740612,2038,Strategy 1
390,Guatemala,NMC622,Direct,1243.250973137461,2038,Strategy 1
393,Guatemala,NMC811,Direct,989.1823919236565,2038,Strategy 1
342,Guinea,LFP,Direct,0.0,2038,Strategy 1
345,Guinea,NCA,Direct,4.66841727589806,2038,Strategy 1
348,Guinea,NMC111,Direct,1.2188648014175585,2038,Strategy 1
351,Guinea,NMC523,Direct,1.3101209904425908,2038,Strategy 1
354,Guinea,NMC622,Direct,0.6490289050770505,2038,Strategy 1
357,Guinea,NMC811,Direct,0.5166140324525043,2038,Strategy 1
396,Guyana,LFP,Direct,0.0,2038,Strategy 1
399,Guyana,NCA,Direct,3084.6925250578543,2038,Strategy 1
402,Guyana,NMC111,Direct,782.3561523503173,2038,Strategy 1
406,Guyana,NMC523,Hydro,970.3028171500753,2038,Strategy 1
408,Guyana,NMC622,Direct,480.71061821712624,2038,Strategy 1
411,Guyana,NMC811,Direct,382.70843452870787,2038,Strategy 1
414,Honduras,LFP,Direct,0.0,2038,Strategy 1
417,Honduras,NCA,Direct,748.1848300519589,2038,Strategy 1
420,Honduras,NMC111,Direct,190.8589745730456,2038,Strategy 1
423,Honduras,NMC523,Direct,235.6545290524128,2038,Strategy 1
426,Honduras,NMC622,Direct,116.55396871811625,2038,Strategy 1
429,Honduras,NMC811,Direct,92.46428528071787,2038,Strategy 1
972,Hungary,LFP,Direct,156.6469199531379,2038,Strategy 1
975,Hungary,NCA,Direct,65960.68968503032,2038,Strategy 1
979,Hungary,NMC111,Hydro,33144.667020029294,2038,Strategy 1
982,Hungary,NMC523,Hydro,37681.05056775459,2038,Strategy 1
985,Hungary,NMC622,Hydro,18668.557392298782,2038,Strategy 1
987,Hungary,NMC811,Direct,11995.91201592682,2038,Strategy 1
846,India,LFP,Direct,0.0,2038,Strategy 1
849,India,NCA,Direct,1273020.581380535,2038,Strategy 1
853,India,NMC111,Hydro,322867.27184154367,2038,Strategy 1
856,India,NMC523,Hydro,400434.08645450504,2038,Strategy 1
858,India,NMC622,Direct,198384.72827970717,2038,Strategy 1
861,India,NMC811,Direct,157952.1746552072,2038,Strategy 1
990,Italy,LFP,Direct,197.35636744102325,2038,Strategy 1
993,Italy,NCA,Direct,69562.94878026939,2038,Strategy 1
997,Italy,NMC111,Hydro,39486.98120544718,2038,Strategy 1
1000,Italy,NMC523,Hydro,44399.06972640314,2038,Strategy 1
1003,Italy,NMC622,Hydro,21994.36487193991,2038,Strategy 1
1005,Italy,NMC811,Direct,13692.60011817654,2038,Strategy 1
432,Jamaica,LFP,Direct,0.0,2038,Strategy 1
435,Jamaica,NCA,Direct,6.789565281175701,2038,Strategy 1
438,Jamaica,NMC111,Direct,2.3522244211881618,2038,Strategy 1
441,Jamaica,NMC523,Direct,2.283538881660844,2038,Strategy 1
444,Jamaica,NMC622,Direct,1.0476421374657292,2038,Strategy 1
447,Jamaica,NMC811,Direct,0.29505598914101394,2038,Strategy 1
864,Japan,LFP,Direct,204.7238083489134,2038,Strategy 1
867,Japan,NCA,Direct,496166.5421351689,2038,Strategy 1
871,Japan,NMC111,Hydro,120007.58229770187,2038,Strategy 1
874,Japan,NMC523,Hydro,141583.5673949824,2038,Strategy 1
876,Japan,NMC622,Direct,70138.08277183928,2038,Strategy 1
879,Japan,NMC811,Direct,57622.598818846556,2038,Strategy 1
882,Korea,LFP,Direct,826.8824492979828,2038,Strategy 1
885,Korea,NCA,Direct,3334663.6498108683,2038,Strategy 1
889,Korea,NMC111,Hydro,789947.8278494582,2038,Strategy 1
892,Korea,NMC523,Hydro,948290.2996913918,2038,Strategy 1
894,Korea,NMC622,Direct,469755.25927471824,2038,Strategy 1
897,Korea,NMC811,Direct,387600.85828931694,2038,Strategy 1
468,Lesotho,LFP,Direct,0.0,2038,Strategy 1
471,Lesotho,NCA,Direct,715.7844214208832,2038,Strategy 1
474,Lesotho,NMC111,Direct,181.57198200335606,2038,Strategy 1
477,Lesotho,NMC523,Direct,225.15429779167144,2038,Strategy 1
480,Lesotho,NMC622,Direct,111.54294582686414,2038,Strategy 1
483,Lesotho,NMC811,Direct,88.78455879597853,2038,Strategy 1
504,Mali,LFP,Direct,0.0,2038,Strategy 1
507,Mali,NCA,Direct,360.95175897407506,2038,Strategy 1
510,Mali,NMC111,Direct,91.62692877161626,2038,Strategy 1
513,Mali,NMC523,Direct,113.56606176736688,2038,Strategy 1
516,Mali,NMC622,Direct,56.24743061351683,2038,Strategy 1
519,Mali,NMC811,Direct,44.74697754061779,2038,Strategy 1
486,Mexico,LFP,Direct,0.0,2038,Strategy 1
489,Mexico,NCA,Direct,30241.774185931034,2038,Strategy 1
493,Mexico,NMC111,Hydro,7670.257589917739,2038,Strategy 1
496,Mexico,NMC523,Hydro,9512.750515161175,2038,Strategy 1
499,Mexico,NMC622,Hydro,4712.801363479907,2038,Strategy 1
501,Mexico,NMC811,Direct,3752.2138853645774,2038,Strategy 1
522,Mozambique,LFP,Direct,0.0,2038,Strategy 1
525,Mozambique,NCA,Direct,171.93735847997667,2038,Strategy 1
528,Mozambique,NMC111,Direct,92.49867832903057,2038,Strategy 1
531,Mozambique,NMC523,Direct,69.11785990361938,2038,Strategy 1
534,Mozambique,NMC622,Direct,25.201243171840275,2038,Strategy 1
537,Mozambique,NMC811,Direct,4.741331817195202,2038,Strategy 1
540,Namibia,LFP,Direct,0.0,2038,Strategy 1
543,Namibia,NCA,Direct,2167.5815774111943,2038,Strategy 1
546,Namibia,NMC111,Direct,549.973145194825,2038,Strategy 1
550,Namibia,NMC523,Hydro,681.9090290382667,2038,Strategy 1
552,Namibia,NMC622,Direct,337.790662629403,2038,Strategy 1
555,Namibia,NMC811,Direct,268.8464314461584,2038,Strategy 1
1242,Netherlands,LFP,Direct,73.91318278091008,2038,Strategy 1
1245,Netherlands,NCA,Direct,25667.649411601073,2038,Strategy 1
1249,Netherlands,NMC111,Hydro,14527.655278577839,2038,Strategy 1
1252,Netherlands,NMC523,Hydro,16429.899049597436,2038,Strategy 1
1255,Netherlands,NMC622,Hydro,8138.555904140373,2038,Strategy 1
1257,Netherlands,NMC811,Direct,5060.332824108955,2038,Strategy 1
594,Nicaragua,LFP,Direct,0.0,2038,Strategy 1
597,Nicaragua,NCA,Direct,2788.629161340379,2038,Strategy 1
600,Nicaragua,NMC111,Direct,707.4859681405604,2038,Strategy 1
604,Nicaragua,NMC523,Hydro,877.4079252634612,2038,Strategy 1
606,Nicaragua,NMC622,Direct,434.6221623064006,2038,Strategy 1
609,Nicaragua,NMC811,Direct,345.8274624943326,2038,Strategy 1
558,Niger,LFP,Direct,0.0,2038,Strategy 1
561,Niger,NCA,Direct,1679.3187254809013,2038,Strategy 1
564,Niger,NMC111,Direct,425.98892464596935,2038,Strategy 1
568,Niger,NMC523,Hydro,528.2487313358297,2038,Strategy 1
570,Niger,NMC622,Direct,261.69571052011116,2038,Strategy 1
573,Niger,NMC811,Direct,208.30075399942984,2038,Strategy 1
576,Nigeria,LFP,Direct,0.0,2038,Strategy 1
579,Nigeria,NCA,Direct,267021.6851795555,2038,Strategy 1
583,Nigeria,NMC111,Hydro,67725.13969410799,2038,Strategy 1
586,Nigeria,NMC523,Hydro,83993.31587285415,2038,Strategy 1
589,Nigeria,NMC622,Hydro,41611.91846972488,2038,Strategy 1
