Year,country,scenario,eol_available_lithium_t,eol_captured_lithium_t,eol_capture_loss_lithium_t,manufacturing_available_lithium_t,manufacturing_captured_lithium_t,manufacturing_capture_loss_lithium_t,total_available_lithium_t,total_captured_lithium_t,total_capture_loss_lithium_t,capture_loss_rate
2011,Eswatini,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Ethiopia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Fiji,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Finland,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,France,baseline,0.0006840329470132612,0.00041151422092317795,0.00027251872609008326,0.0,0.0,0.0,0.0006840329470132612,0.00041151422092317795,0.00027251872609008326,0.3984
2011,French Polynesia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Georgia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Germany,baseline,0.000199346947713195,0.0001199271237442581,7.941982396893688e-05,0.0,0.0,0.0,0.000199346947713195,0.0001199271237442581,7.941982396893688e-05,0.3984
2011,Ghana,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Greece,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Greenland,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Grenada,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Guatemala,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Guinea,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Guyana,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Honduras,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Hungary,baseline,1.5355508434694802e-07,9.237873874312393e-08,6.117634560382408e-08,0.0,0.0,0.0,1.5355508434694802e-07,9.237873874312393e-08,6.117634560382408e-08,0.3984
2011,Iceland,baseline,3.877100888268754e-07,2.3324638943824823e-07,1.5446369938862715e-07,0.0,0.0,0.0,3.877100888268754e-07,2.3324638943824823e-07,1.5446369938862715e-07,0.3984
2011,India,baseline,0.0002492528174814075,0.00012507506381217027,0.0001241777536692372,0.0,0.0,0.0,0.0002492528174814075,0.00012507506381217027,0.0001241777536692372,0.4982
2011,Indonesia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Iran,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
